org_x,org_y,org_z,hit,hit_x,hit_y,hit_z
1,0,0,00,0,0
-0.73736,-0.675482,0.00498753,00,0,0
0.0874213,0.996121,0.00997506,00,0,0
0.60837,-0.793512,0.0149626,00,0,0
-0.984518,0.174147,0.0199501,00,0,0
0.843493,0.536562,0.0249377,00,0,0
-0.259489,-0.965282,0.0299252,00,0,0
-0.460626,0.886908,0.0349127,00,0,0
0.938573,-0.342765,0.0399003,00,0,0
-0.923414,-0.381171,0.0448878,00,0,0
0.423317,0.904608,0.0498753,00,0,0
0.298833,-0.952727,0.0548628,00,0,0
-0.863659,0.50051,0.0598504,00,0,0
0.97462,0.214268,0.0648379,00,0,0
-0.573726,-0.816065,0.0698254,00,0,0
-0.128152,0.988929,0.074813,00,0,0
0.762211,-0.642391,0.0798005,00,0,0
-0.995548,-0.0411718,0.084788,00,0,0
0.705969,0.70253,0.0897756,00,0,0
-0.0459836,-0.994437,0.0947631,00,0,0
-0.637515,0.763953,0.0997506,00,0,0
0.985618,-0.132616,0.104738,00,0,0
-0.815902,-0.567683,0.109726,00,0,0
0.218031,0.969177,0.114713,00,0,0
0.493603,-0.86141,0.119701,00,0,0
-0.945258,0.301564,0.124688,00,0,0
0.900126,0.415883,0.129676,00,0,0
-0.382541,-0.914072,0.134663,00,0,0
-0.335135,0.931763,0.139651,00,0,0
0.875882,-0.460338,0.144638,00,0,0
-0.956084,-0.252024,0.149626,00,0,0
0.534335,0.831012,0.154613,00,0,0
0.167206,-0.972918,0.159601,00,0,0
-0.779843,0.60395,0.164589,00,0,0
0.982152,0.0813748,0.169576,00,0,0
-0.668647,-0.722799,0.174564,00,0,0
0.00480372,0.983737,0.179551,00,0,0
0.660344,-0.727936,0.184539,00,0,0
-0.977686,0.0906117,0.189526,00,0,0
0.781344,0.593015,0.194514,00,0,0
-0.175381,-0.964075,0.199501,00,0,0
-0.521357,0.828475,0.204489,00,0,0
0.943038,-0.258453,0.209476,00,0,0
-0.868986,-0.445946,0.214464,00,0,0
0.339144,0.91478,0.219451,00,0,0
0.367425,-0.902566,0.224439,00,0,0
-0.879553,0.416832,0.229426,00,0,0
0.928985,0.286422,0.234414,00,0,0
-0.490925,-0.837663,0.239402,00,0,0
-0.203582,0.948066,0.244389,00,0,0
0.78949,-0.560818,0.249377,00,0,0
-0.959684,-0.119604,0.254364,00,0,0
0.625989,0.735442,0.259352,00,0,0
0.0351524,-0.963789,0.264339,00,0,0
-0.675983,0.685938,0.269327,00,0,0
0.960385,-0.0491098,0.274314,00,0,0
-0.740222,-0.611606,0.279302,00,0,0
0.132479,0.949542,0.284289,00,0,0
0.542876,-0.788419,0.289277,00,0,0
-0.931387,0.214305,0.294264,00,0,0
0.830187,0.470359,0.299252,00,0,0
-0.293956,-0.906106,0.304239,00,0,0
-0.394647,0.865236,0.309227,00,0,0
0.873953,-0.370776,0.314214,00,0,0
-0.893311,-0.316394,0.319202,00,0,0
0.444181,0.835227,0.32419,00,0,0
0.236234,-0.914241,0.329177,00,0,0
-0.790275,0.513614,0.334165,00,0,0
0.927904,0.154823,0.339152,00,0,0
-0.578518,-0.739516,0.34414,00,0,0
-0.0728281,0.934241,0.349127,00,0,0
