sep=,
org_x,org_y,org_z,hit,hit_x,hit_y,hit_z
-10,-9,1,1,-10,-9,-0.75722
-9.8,-9,1,1,-9.8,-9,-0.75722
-9.6,-9,1,1,-9.6,-9,-0.75722
-9.4,-9,1,1,-9.4,-9,-0.791166
-9.2,-9,1,1,-9.2,-9,-0.658979
-9,-9,1,1,-9,-9,-0.376509
-8.8,-9,1,1,-8.8,-9,-0.250024
-8.6,-9,1,1,-8.6,-9,-0.250024
-8.4,-9,1,1,-8.4,-9,-0.470902
-8.2,-9,1,1,-8.2,-9,-0.753371
-8,-9,1,1,-8,-9,-1.03584
-7.8,-9,1,1,-7.8,-9,-1.31831
-7.6,-9,1,1,-7.6,-9,-1.60078
-7.4,-9,1,1,-7.4,-9,-1.88325
-7.2,-9,1,1,-7.2,-9,-1.89018
-7,-9,1,1,-7,-9,-2.13429
-6.8,-9,1,1,-6.8,-9,-2.39418
-6.6,-9,1,1,-6.6,-9,-2.11171
-6.4,-9,1,1,-6.4,-9,-1.82924
-6.2,-9,1,1,-6.2,-9,-1.61345
-6,-9,1,1,-6,-9,-1.61345
-5.8,-9,1,1,-5.8,-9,-1.49454
-5.6,-9,1,1,-5.6,-9,-1.21207
-5.4,-9,1,1,-5.4,-9,-0.929598
-5.2,-9,1,1,-5.2,-9,-0.647127
-5,-9,1,1,-5,-9,-0.364657
-4.8,-9,1,1,-4.8,-9,-0.175963
-4.6,-9,1,1,-4.6,-9,-0.200283
-4.4,-9,1,1,-4.4,-9,-0.482753
-4.2,-9,1,1,-4.2,-9,-0.765224
-4,-9,1,1,-4,-9,-0.775882
-3.8,-9,1,1,-3.8,-9,-0.493412
-3.6,-9,1,1,-3.6,-9,-0.210942
-3.4,-9,1,1,-3.4,-9,-0.182886
-3.2,-9,1,1,-3.2,-9,-0.353999
-3,-9,1,1,-3,-9,-0.636469
-2.8,-9,1,1,-2.8,-9,-0.918939
-2.6,-9,1,1,-2.6,-9,-0.864266
-2.4,-9,1,1,-2.4,-9,-0.581796
-2.2,-9,1,1,-2.2,-9,-0.299326
-2,-9,1,1,-2,-9,-0.198674
-1.8,-9,1,1,-1.8,-9,-0.265615
-1.6,-9,1,1,-1.6,-9,-0.548085
-1.4,-9,1,1,-1.4,-9,-0.830555
-1.2,-9,1,1,-1.2,-9,-0.897598
-1,-9,1,1,-1,-9,-0.615127
-0.8,-9,1,1,-0.8,-9,-0.445282
-0.6,-9,1,1,-0.6,-9,-0.387953
-0.4,-9,1,1,-0.4,-9,-0.387953
-0.2,-9,1,1,-0.2,-9,-0.387953
0,-9,1,1,0,-9,-0.573904
0.2,-9,1,1,0.2,-9,-0.291433
0.4,-9,1,1,0.4,-9,-0.183246
0.6,-9,1,1,0.6,-9,-0.273507
0.8,-9,1,1,0.8,-9,-0.555977
1,-9,1,1,1,-9,-0.681175
1.2,-9,1,1,1.2,-9,-0.681175
1.4,-9,1,1,1.4,-9,-0.681175
1.6,-9,1,1,1.6,-9,-0.681175
1.8,-9,1,1,1.8,-9,-0.681175
2,-9,1,1,2,-9,-0.730996
2.2,-9,1,1,2.2,-9,-1.01347
2.4,-9,1,1,2.4,-9,-1.29594
2.6,-9,1,1,2.6,-9,-1.53847
2.8,-9,1,1,2.8,-9,-1.82094
3,-9,1,1,3,-9,-1.85892
3.2,-9,1,1,3.2,-9,-2.0959
3.4,-9,1,1,3.4,-9,-1.8521
3.6,-9,1,1,3.6,-9,-1.56963
3.8,-9,1,1,3.8,-9,-1.28716
4,-9,1,1,4,-9,-1.22212
4.2,-9,1,1,4.2,-9,-1.22212
4.4,-9,1,1,4.4,-9,-1.22212
4.6,-9,1,1,4.6,-9,-1.0724
4.8,-9,1,1,4.8,-9,-0.789931
5,-9,1,1,5,-9,-0.507461
5.2,-9,1,1,5.2,-9,-0.224991
5.4,-9,1,1,5.4,-9,-0.0574793
5.6,-9,1,1,5.6,-9,-0.339949
5.8,-9,1,1,5.8,-9,-0.62242
6,-9,1,1,6,-9,-0.90489
6.2,-9,1,1,6.2,-9,-1.18736
6.4,-9,1,1,6.4,-9,-1.46983
6.6,-9,1,1,6.6,-9,-1.59475
6.8,-9,1,1,6.8,-9,-1.40159
7,-9,1,1,7,-9,-1.11912
7.2,-9,1,1,7.2,-9,-0.836646
7.4,-9,1,1,7.4,-9,-0.554176
7.6,-9,1,1,7.6,-9,-0.271706
7.8,-9,1,1,7.8,-9,-0.114259
8,-9,1,1,8,-9,-0.214879
8.2,-9,1,1,8.2,-9,-0.0675913
8.4,-9,1,1,8.4,-9,-0.350061
8.6,-9,1,1,8.6,-9,-0.632532
8.8,-9,1,1,8.8,-9,-0.703239
9,-9,1,1,9,-9,-0.420769
9.2,-9,1,1,9.2,-9,-0.393529
9.4,-9,1,1,9.4,-9,-0.393529
9.6,-9,1,1,9.6,-9,-0.426642
9.8,-9,1,1,9.8,-9,-0.709112
-10,-8.8,1,1,-10,-8.8,-0.47475
-9.8,-8.8,1,1,-9.8,-8.8,-0.47475
-9.6,-8.8,1,1,-9.6,-8.8,-0.508695
-9.4,-8.8,1,1,-9.4,-8.8,-0.791166
-9.2,-8.8,1,1,-9.2,-8.8,-0.658979
-9,-8.8,1,1,-9,-8.8,-0.532494
-8.8,-8.8,1,1,-8.8,-8.8,-0.532494
-8.6,-8.8,1,1,-8.6,-8.8,-0.532494
-8.4,-8.8,1,1,-8.4,-8.8,-0.532494
-8.2,-8.8,1,1,-8.2,-8.8,-0.753371
-8,-8.8,1,1,-8,-8.8,-1.03584
-7.8,-8.8,1,1,-7.8,-8.8,-1.31831
-7.6,-8.8,1,1,-7.6,-8.8,-1.60078
-7.4,-8.8,1,1,-7.4,-8.8,-1.60771
-7.2,-8.8,1,1,-7.2,-8.8,-1.85182
-7,-8.8,1,1,-7,-8.8,-2.13429
-6.8,-8.8,1,1,-6.8,-8.8,-2.39418
-6.6,-8.8,1,1,-6.6,-8.8,-2.11171
-6.4,-8.8,1,1,-6.4,-8.8,-1.82924
-6.2,-8.8,1,1,-6.2,-8.8,-1.54677
-6,-8.8,1,1,-6,-8.8,-1.33098
-5.8,-8.8,1,1,-5.8,-8.8,-1.33098
-5.6,-8.8,1,1,-5.6,-8.8,-1.21207
-5.4,-8.8,1,1,-5.4,-8.8,-0.929598
-5.2,-8.8,1,1,-5.2,-8.8,-0.647127
-5,-8.8,1,1,-5,-8.8,-0.458433
-4.8,-8.8,1,1,-4.8,-8.8,-0.458433
-4.6,-8.8,1,1,-4.6,-8.8,-0.458433
-4.4,-8.8,1,1,-4.4,-8.8,-0.482753
-4.2,-8.8,1,1,-4.2,-8.8,-0.765224
-4,-8.8,1,1,-4,-8.8,-0.775882
-3.8,-8.8,1,1,-3.8,-8.8,-0.493412
-3.6,-8.8,1,1,-3.6,-8.8,-0.465356
-3.4,-8.8,1,1,-3.4,-8.8,-0.465356
-3.2,-8.8,1,1,-3.2,-8.8,-0.465356
-3,-8.8,1,1,-3,-8.8,-0.636469
-2.8,-8.8,1,1,-2.8,-8.8,-0.918939
-2.6,-8.8,1,1,-2.6,-8.8,-0.864266
-2.4,-8.8,1,1,-2.4,-8.8,-0.581796
-2.2,-8.8,1,1,-2.2,-8.8,-0.299326
-2,-8.8,1,1,-2,-8.8,-0.0837961
-1.8,-8.8,1,1,-1.8,-8.8,-0.265615
-1.6,-8.8,1,1,-1.6,-8.8,-0.548085
-1.4,-8.8,1,1,-1.4,-8.8,-0.830555
-1.2,-8.8,1,1,-1.2,-8.8,-0.897598
-1,-8.8,1,1,-1,-8.8,-0.615127
-0.8,-8.8,1,1,-0.8,-8.8,-0.332657
-0.6,-8.8,1,1,-0.6,-8.8,-0.162812
-0.4,-8.8,1,1,-0.4,-8.8,-0.105483
-0.2,-8.8,1,1,-0.2,-8.8,-0.314933
0,-8.8,1,1,0,-8.8,-0.573904
0.2,-8.8,1,1,0.2,-8.8,-0.291433
0.4,-8.8,1,1,0.4,-8.8,-0.0992239
0.6,-8.8,1,1,0.6,-8.8,-0.273507
0.8,-8.8,1,1,0.8,-8.8,-0.555977
1,-8.8,1,1,1,-8.8,-0.838447
1.2,-8.8,1,1,1.2,-8.8,-0.963645
1.4,-8.8,1,1,1.4,-8.8,-0.963645
1.6,-8.8,1,1,1.6,-8.8,-0.963645
1.8,-8.8,1,1,1.8,-8.8,-0.963645
2,-8.8,1,1,2,-8.8,-0.963645
2.2,-8.8,1,1,2.2,-8.8,-1.01347
2.4,-8.8,1,1,2.4,-8.8,-1.29594
2.6,-8.8,1,1,2.6,-8.8,-1.57645
2.8,-8.8,1,1,2.8,-8.8,-1.57645
3,-8.8,1,1,3,-8.8,-1.81343
3.2,-8.8,1,1,3.2,-8.8,-2.0959
3.4,-8.8,1,1,3.4,-8.8,-1.8521
3.6,-8.8,1,1,3.6,-8.8,-1.56963
3.8,-8.8,1,1,3.8,-8.8,-1.50459
4,-8.8,1,1,4,-8.8,-1.50459
4.2,-8.8,1,1,4.2,-8.8,-1.50459
4.4,-8.8,1,1,4.4,-8.8,-1.35487
4.6,-8.8,1,1,4.6,-8.8,-1.0724
4.8,-8.8,1,1,4.8,-8.8,-0.789931
5,-8.8,1,1,5,-8.8,-0.507461
5.2,-8.8,1,1,5.2,-8.8,-0.285305
5.4,-8.8,1,1,5.4,-8.8,-0.285305
5.6,-8.8,1,1,5.6,-8.8,-0.339949
5.8,-8.8,1,1,5.8,-8.8,-0.62242
6,-8.8,1,1,6,-8.8,-0.90489
6.2,-8.8,1,1,6.2,-8.8,-1.18736
6.4,-8.8,1,1,6.4,-8.8,-1.31228
6.6,-8.8,1,1,6.6,-8.8,-1.31228
6.8,-8.8,1,1,6.8,-8.8,-1.31228
7,-8.8,1,1,7,-8.8,-1.11912
7.2,-8.8,1,1,7.2,-8.8,-0.836646
7.4,-8.8,1,1,7.4,-8.8,-0.554176
7.6,-8.8,1,1,7.6,-8.8,-0.396729
7.8,-8.8,1,1,7.8,-8.8,-0.130468
8,-8.8,1,1,8,-8.8,-0.152002
8.2,-8.8,1,1,8.2,-8.8,-0.222479
8.4,-8.8,1,1,8.4,-8.8,-0.350061
8.6,-8.8,1,1,8.6,-8.8,-0.632532
8.8,-8.8,1,1,8.8,-8.8,-0.703239
9,-8.8,1,1,9,-8.8,-0.675999
9.2,-8.8,1,1,9.2,-8.8,-0.675999
9.4,-8.8,1,1,9.4,-8.8,-0.675999
9.6,-8.8,1,1,9.6,-8.8,-0.675999
9.8,-8.8,1,1,9.8,-8.8,-0.709112
-10,-8.6,1,1,-10,-8.6,-0.19228
-9.8,-8.6,1,1,-9.8,-8.6,-0.226225
-9.6,-8.6,1,1,-9.6,-8.6,-0.508695
-9.4,-8.6,1,1,-9.4,-8.6,-0.791166
-9.2,-8.6,1,1,-9.2,-8.6,-0.814964
-9,-8.6,1,1,-9,-8.6,-0.814964
-8.8,-8.6,1,1,-8.8,-8.6,-0.814964
-8.6,-8.6,1,1,-8.6,-8.6,-0.814964
-8.4,-8.6,1,1,-8.4,-8.6,-0.814964
-8.2,-8.6,1,1,-8.2,-8.6,-0.814964
-8,-8.6,1,1,-8,-8.6,-1.03584
-7.8,-8.6,1,1,-7.8,-8.6,-1.31831
-7.6,-8.6,1,1,-7.6,-8.6,-1.32524
-7.4,-8.6,1,1,-7.4,-8.6,-1.56935
-7.2,-8.6,1,1,-7.2,-8.6,-1.85182
-7,-8.6,1,1,-7,-8.6,-2.13429
-6.8,-8.6,1,1,-6.8,-8.6,-2.39418
-6.6,-8.6,1,1,-6.6,-8.6,-2.11171
-6.4,-8.6,1,1,-6.4,-8.6,-1.82924
-6.2,-8.6,1,1,-6.2,-8.6,-1.54677
-6,-8.6,1,1,-6,-8.6,-1.2643
-5.8,-8.6,1,1,-5.8,-8.6,-1.04851
-5.6,-8.6,1,1,-5.6,-8.6,-1.04851
-5.4,-8.6,1,1,-5.4,-8.6,-0.929598
-5.2,-8.6,1,1,-5.2,-8.6,-0.740903
-5,-8.6,1,1,-5,-8.6,-0.740903
-4.8,-8.6,1,1,-4.8,-8.6,-0.740903
-4.6,-8.6,1,1,-4.6,-8.6,-0.740903
-4.4,-8.6,1,1,-4.4,-8.6,-0.740903
-4.2,-8.6,1,1,-4.2,-8.6,-0.765224
-4,-8.6,1,1,-4,-8.6,-0.775882
-3.8,-8.6,1,1,-3.8,-8.6,-0.747826
-3.6,-8.6,1,1,-3.6,-8.6,-0.747826
-3.4,-8.6,1,1,-3.4,-8.6,-0.747826
-3.2,-8.6,1,1,-3.2,-8.6,-0.747826
-3,-8.6,1,1,-3,-8.6,-0.747826
-2.8,-8.6,1,1,-2.8,-8.6,-0.916492
-2.6,-8.6,1,1,-2.6,-8.6,-0.732067
-2.4,-8.6,1,1,-2.4,-8.6,-0.581796
-2.2,-8.6,1,1,-2.2,-8.6,-0.366266
-2,-8.6,1,1,-2,-8.6,-0.366266
-1.8,-8.6,1,1,-1.8,-8.6,-0.366266
-1.6,-8.6,1,1,-1.6,-8.6,-0.548085
-1.4,-8.6,1,1,-1.4,-8.6,-0.830555
-1.2,-8.6,1,1,-1.2,-8.6,-0.897598
-1,-8.6,1,1,-1,-8.6,-0.615127
-0.8,-8.6,1,1,-0.8,-8.6,-0.332657
-0.6,-8.6,1,1,-0.6,-8.6,-0.119658
-0.4,-8.6,1,1,-0.4,-8.6,-0.176987
-0.2,-8.6,1,1,-0.2,-8.6,-0.314933
0,-8.6,1,1,0,-8.6,-0.573904
0.2,-8.6,1,1,0.2,-8.6,-0.381694
0.4,-8.6,1,1,0.4,-8.6,-0.381694
0.6,-8.6,1,1,0.6,-8.6,-0.381694
0.8,-8.6,1,1,0.8,-8.6,-0.555977
1,-8.6,1,1,1,-8.6,-0.838447
1.2,-8.6,1,1,1.2,-8.6,-1.12092
1.4,-8.6,1,1,1.4,-8.6,-1.24611
1.6,-8.6,1,1,1.6,-8.6,-1.24611
1.8,-8.6,1,1,1.8,-8.6,-1.24611
2,-8.6,1,1,2,-8.6,-1.24611
2.2,-8.6,1,1,2.2,-8.6,-1.24611
2.4,-8.6,1,1,2.4,-8.6,-1.29398
2.6,-8.6,1,1,2.6,-8.6,-1.29398
2.8,-8.6,1,1,2.8,-8.6,-1.53095
3,-8.6,1,1,3,-8.6,-1.81343
3.2,-8.6,1,1,3.2,-8.6,-2.01432
3.4,-8.6,1,1,3.4,-8.6,-1.8521
3.6,-8.6,1,1,3.6,-8.6,-1.78706
3.8,-8.6,1,1,3.8,-8.6,-1.78706
4,-8.6,1,1,4,-8.6,-1.78706
4.2,-8.6,1,1,4.2,-8.6,-1.63734
4.4,-8.6,1,1,4.4,-8.6,-1.35487
4.6,-8.6,1,1,4.6,-8.6,-1.0724
4.8,-8.6,1,1,4.8,-8.6,-0.789931
5,-8.6,1,1,5,-8.6,-0.567775
5.2,-8.6,1,1,5.2,-8.6,-0.567775
5.4,-8.6,1,1,5.4,-8.6,-0.567775
5.6,-8.6,1,1,5.6,-8.6,-0.567775
5.8,-8.6,1,1,5.8,-8.6,-0.62242
6,-8.6,1,1,6,-8.6,-0.90489
6.2,-8.6,1,1,6.2,-8.6,-1.02981
6.4,-8.6,1,1,6.4,-8.6,-1.02981
6.6,-8.6,1,1,6.6,-8.6,-1.02981
6.8,-8.6,1,1,6.8,-8.6,-1.02981
7,-8.6,1,1,7,-8.6,-1.02981
7.2,-8.6,1,1,7.2,-8.6,-0.836646
7.4,-8.6,1,1,7.4,-8.6,-0.679199
7.6,-8.6,1,1,7.6,-8.6,-0.412939
7.8,-8.6,1,1,7.8,-8.6,-0.185442
8,-8.6,1,1,8,-8.6,-0.185442
8.2,-8.6,1,1,8.2,-8.6,-0.434471
8.4,-8.6,1,1,8.4,-8.6,-0.457008
8.6,-8.6,1,1,8.6,-8.6,-0.457008
8.8,-8.6,1,1,8.8,-8.6,-0.724916
9,-8.6,1,1,9,-8.6,-0.958469
9.2,-8.6,1,1,9.2,-8.6,-0.958469
9.4,-8.6,1,1,9.4,-8.6,-0.958469
9.6,-8.6,1,1,9.6,-8.6,-0.958469
9.8,-8.6,1,1,9.8,-8.6,-0.958469
-10,-8.4,1,1,-10,-8.4,-0.0901912
-9.8,-8.4,1,1,-9.8,-8.4,-0.226225
-9.6,-8.4,1,1,-9.6,-8.4,-0.508695
-9.4,-8.4,1,1,-9.4,-8.4,-0.791166
-9.2,-8.4,1,1,-9.2,-8.4,-1.04277
-9,-8.4,1,1,-9,-8.4,-1.04277
-8.8,-8.4,1,1,-8.8,-8.4,-1.04277
-8.6,-8.4,1,1,-8.6,-8.4,-1.04277
-8.4,-8.4,1,1,-8.4,-8.4,-1.04277
-8.2,-8.4,1,1,-8.2,-8.4,-1.04277
-8,-8.4,1,1,-8,-8.4,-1.04277
-7.8,-8.4,1,1,-7.8,-8.4,-1.04277
-7.6,-8.4,1,1,-7.6,-8.4,-1.28688
-7.4,-8.4,1,1,-7.4,-8.4,-1.56935
-7.2,-8.4,1,1,-7.2,-8.4,-1.85182
-7,-8.4,1,1,-7,-8.4,-2.13429
-6.8,-8.4,1,1,-6.8,-8.4,-2.39418
-6.6,-8.4,1,1,-6.6,-8.4,-2.11171
-6.4,-8.4,1,1,-6.4,-8.4,-1.82924
-6.2,-8.4,1,1,-6.2,-8.4,-1.54677
-6,-8.4,1,1,-6,-8.4,-1.2643
-5.8,-8.4,1,1,-5.8,-8.4,-0.981828
-5.6,-8.4,1,1,-5.6,-8.4,-0.766042
-5.4,-8.4,1,1,-5.4,-8.4,-0.766042
-5.2,-8.4,1,1,-5.2,-8.4,-0.766042
-5,-8.4,1,1,-5,-8.4,-0.73752
-4.8,-8.4,1,1,-4.8,-8.4,-0.73752
-4.6,-8.4,1,1,-4.6,-8.4,-0.73752
-4.4,-8.4,1,1,-4.4,-8.4,-0.73752
-4.2,-8.4,1,1,-4.2,-8.4,-0.73752
-4,-8.4,1,1,-4,-8.4,-0.73752
-3.8,-8.4,1,1,-3.8,-8.4,-0.987729
-3.6,-8.4,1,1,-3.6,-8.4,-1.0303
-3.4,-8.4,1,1,-3.4,-8.4,-1.0303
-3.2,-8.4,1,1,-3.2,-8.4,-1.0303
-3,-8.4,1,1,-3,-8.4,-0.997259
-2.8,-8.4,1,1,-2.8,-8.4,-0.916492
-2.6,-8.4,1,1,-2.6,-8.4,-0.634021
-2.4,-8.4,1,1,-2.4,-8.4,-0.449596
-2.2,-8.4,1,1,-2.2,-8.4,-0.449596
-2,-8.4,1,1,-2,-8.4,-0.449596
-1.8,-8.4,1,1,-1.8,-8.4,-0.495859
-1.6,-8.4,1,1,-1.6,-8.4,-0.648737
-1.4,-8.4,1,1,-1.4,-8.4,-0.830555
-1.2,-8.4,1,1,-1.2,-8.4,-0.897598
-1,-8.4,1,1,-1,-8.4,-0.615127
-0.8,-8.4,1,1,-0.8,-8.4,-0.402129
-0.6,-8.4,1,1,-0.6,-8.4,-0.402129
-0.4,-8.4,1,1,-0.4,-8.4,-0.402129
-0.2,-8.4,1,1,-0.2,-8.4,-0.459458
0,-8.4,1,1,0,-8.4,-0.597403
0.2,-8.4,1,1,0.2,-8.4,-0.664165
0.4,-8.4,1,1,0.4,-8.4,-0.664165
0.6,-8.4,1,1,0.6,-8.4,-0.664165
0.8,-8.4,1,1,0.8,-8.4,-0.664165
1,-8.4,1,1,1,-8.4,-0.838447
1.2,-8.4,1,1,1.2,-8.4,-1.01151
1.4,-8.4,1,1,1.4,-8.4,-1.01151
1.6,-8.4,1,1,1.6,-8.4,-1.01151
1.8,-8.4,1,1,1.8,-8.4,-1.01151
2,-8.4,1,1,2,-8.4,-1.01151
2.2,-8.4,1,1,2.2,-8.4,-1.01151
2.4,-8.4,1,1,2.4,-8.4,-1.01151
2.6,-8.4,1,1,2.6,-8.4,-1.24848
2.8,-8.4,1,1,2.8,-8.4,-1.53095
3,-8.4,1,1,3,-8.4,-1.73185
3.2,-8.4,1,1,3.2,-8.4,-1.73185
3.4,-8.4,1,1,3.4,-8.4,-1.73185
3.6,-8.4,1,1,3.6,-8.4,-1.73185
3.8,-8.4,1,1,3.8,-8.4,-1.73185
4,-8.4,1,1,4,-8.4,-1.73185
4.2,-8.4,1,1,4.2,-8.4,-1.63734
4.4,-8.4,1,1,4.4,-8.4,-1.35487
4.6,-8.4,1,1,4.6,-8.4,-1.0724
4.8,-8.4,1,1,4.8,-8.4,-0.850246
5,-8.4,1,1,5,-8.4,-0.850246
5.2,-8.4,1,1,5.2,-8.4,-0.850246
5.4,-8.4,1,1,5.4,-8.4,-0.850246
5.6,-8.4,1,1,5.6,-8.4,-0.850246
5.8,-8.4,1,1,5.8,-8.4,-0.850246
6,-8.4,1,1,6,-8.4,-0.90489
6.2,-8.4,1,1,6.2,-8.4,-0.757353
6.4,-8.4,1,1,6.4,-8.4,-0.74734
6.6,-8.4,1,1,6.6,-8.4,-0.74734
6.8,-8.4,1,1,6.8,-8.4,-0.74734
7,-8.4,1,1,7,-8.4,-0.74734
7.2,-8.4,1,1,7.2,-8.4,-0.74734
7.4,-8.4,1,1,7.4,-8.4,-0.695409
7.6,-8.4,1,1,7.6,-8.4,-0.467913
7.8,-8.4,1,1,7.8,-8.4,-0.467913
8,-8.4,1,1,8,-8.4,-0.404964
8.2,-8.4,1,1,8.2,-8.4,-0.174537
8.4,-8.4,1,1,8.4,-8.4,-0.174537
8.6,-8.4,1,1,8.6,-8.4,-0.442447
8.8,-8.4,1,1,8.8,-8.4,-0.724916
9,-8.4,1,1,9,-8.4,-1.00739
9.2,-8.4,1,1,9.2,-8.4,-1.24094
9.4,-8.4,1,1,9.4,-8.4,-1.24094
9.6,-8.4,1,1,9.6,-8.4,-1.24094
9.8,-8.4,1,1,9.8,-8.4,-1.24094
-10,-8.2,1,1,-10,-8.2,-0.162771
-9.8,-8.2,1,1,-9.8,-8.2,-0.238672
-9.6,-8.2,1,1,-9.6,-8.2,-0.508695
-9.4,-8.2,1,1,-9.4,-8.2,-0.791166
-9.2,-8.2,1,1,-9.2,-8.2,-0.97288
-9,-8.2,1,1,-9,-8.2,-0.760299
-8.8,-8.2,1,1,-8.8,-8.2,-0.760299
-8.6,-8.2,1,1,-8.6,-8.2,-0.760299
-8.4,-8.2,1,1,-8.4,-8.2,-0.760299
-8.2,-8.2,1,1,-8.2,-8.2,-0.760299
-8,-8.2,1,1,-8,-8.2,-0.760299
-7.8,-8.2,1,1,-7.8,-8.2,-1.00441
-7.6,-8.2,1,1,-7.6,-8.2,-1.28688
-7.4,-8.2,1,1,-7.4,-8.2,-1.56935
-7.2,-8.2,1,1,-7.2,-8.2,-1.85182
-7,-8.2,1,1,-7,-8.2,-2.13429
-6.8,-8.2,1,1,-6.8,-8.2,-2.39418
-6.6,-8.2,1,1,-6.6,-8.2,-2.11171
-6.4,-8.2,1,1,-6.4,-8.2,-1.82924
-6.2,-8.2,1,1,-6.2,-8.2,-1.54677
-6,-8.2,1,1,-6,-8.2,-1.2643
-5.8,-8.2,1,1,-5.8,-8.2,-0.981828
-5.6,-8.2,1,1,-5.6,-8.2,-0.699358
-5.4,-8.2,1,1,-5.4,-8.2,-0.483572
-5.2,-8.2,1,1,-5.2,-8.2,-0.483572
-5,-8.2,1,1,-5,-8.2,-0.483572
-4.8,-8.2,1,1,-4.8,-8.2,-0.45505
-4.6,-8.2,1,1,-4.6,-8.2,-0.45505
-4.4,-8.2,1,1,-4.4,-8.2,-0.45505
-4.2,-8.2,1,1,-4.2,-8.2,-0.45505
-4,-8.2,1,1,-4,-8.2,-0.705259
-3.8,-8.2,1,1,-3.8,-8.2,-0.987729
-3.6,-8.2,1,1,-3.6,-8.2,-1.2702
-3.4,-8.2,1,1,-3.4,-8.2,-1.31277
-3.2,-8.2,1,1,-3.2,-8.2,-1.19611
-3,-8.2,1,1,-3,-8.2,-0.91364
-2.8,-8.2,1,1,-2.8,-8.2,-0.714789
-2.6,-8.2,1,1,-2.6,-8.2,-0.634021
-2.4,-8.2,1,1,-2.4,-8.2,-0.351552
-2.2,-8.2,1,1,-2.2,-8.2,-0.167126
-2,-8.2,1,1,-2,-8.2,-0.213389
-1.8,-8.2,1,1,-1.8,-8.2,-0.495859
-1.6,-8.2,1,1,-1.6,-8.2,-0.778329
-1.4,-8.2,1,1,-1.4,-8.2,-0.931207
-1.2,-8.2,1,1,-1.2,-8.2,-0.897598
-1,-8.2,1,1,-1,-8.2,-0.684599
-0.8,-8.2,1,1,-0.8,-8.2,-0.579478
-0.6,-8.2,1,1,-0.6,-8.2,-0.408819
-0.4,-8.2,1,1,-0.4,-8.2,-0.408819
-0.2,-8.2,1,1,-0.2,-8.2,-0.408819
0,-8.2,1,1,0,-8.2,-0.550402
0.2,-8.2,1,1,0.2,-8.2,-0.795661
0.4,-8.2,1,1,0.4,-8.2,-0.795661
0.6,-8.2,1,1,0.6,-8.2,-0.795661
0.8,-8.2,1,1,0.8,-8.2,-0.815816
1,-8.2,1,1,1,-8.2,-0.946635
1.2,-8.2,1,1,1.2,-8.2,-0.729038
1.4,-8.2,1,1,1.4,-8.2,-0.729038
1.6,-8.2,1,1,1.6,-8.2,-0.729038
1.8,-8.2,1,1,1.8,-8.2,-0.729038
2,-8.2,1,1,2,-8.2,-0.729038
2.2,-8.2,1,1,2.2,-8.2,-0.729038
2.4,-8.2,1,1,2.4,-8.2,-0.966015
2.6,-8.2,1,1,2.6,-8.2,-1.24848
2.8,-8.2,1,1,2.8,-8.2,-1.53095
3,-8.2,1,1,3,-8.2,-1.44938
3.2,-8.2,1,1,3.2,-8.2,-1.44938
3.4,-8.2,1,1,3.4,-8.2,-1.44938
3.6,-8.2,1,1,3.6,-8.2,-1.44938
3.8,-8.2,1,1,3.8,-8.2,-1.44938
4,-8.2,1,1,4,-8.2,-1.44938
4.2,-8.2,1,1,4.2,-8.2,-1.44938
4.4,-8.2,1,1,4.4,-8.2,-1.35487
4.6,-8.2,1,1,4.6,-8.2,-1.13272
4.8,-8.2,1,1,4.8,-8.2,-1.13272
5,-8.2,1,1,5,-8.2,-1.13272
5.2,-8.2,1,1,5.2,-8.2,-1.13272
5.4,-8.2,1,1,5.4,-8.2,-1.13272
5.6,-8.2,1,1,5.6,-8.2,-1.13272
5.8,-8.2,1,1,5.8,-8.2,-1.13272
6,-8.2,1,1,6,-8.2,-1.03982
6.2,-8.2,1,1,6.2,-8.2,-0.757353
6.4,-8.2,1,1,6.4,-8.2,-0.474882
6.6,-8.2,1,1,6.6,-8.2,-0.46487
6.8,-8.2,1,1,6.8,-8.2,-0.46487
7,-8.2,1,1,7,-8.2,-0.46487
7.2,-8.2,1,1,7.2,-8.2,-0.654998
7.4,-8.2,1,1,7.4,-8.2,-0.750383
7.6,-8.2,1,1,7.6,-8.2,-0.750383
7.8,-8.2,1,1,7.8,-8.2,-0.687434
8,-8.2,1,1,8,-8.2,-0.404964
8.2,-8.2,1,1,8.2,-8.2,-0.122494
8.4,-8.2,1,1,8.4,-8.2,-0.159975
8.6,-8.2,1,1,8.6,-8.2,-0.442447
8.8,-8.2,1,1,8.8,-8.2,-0.724916
9,-8.2,1,1,9,-8.2,-1.00739
9.2,-8.2,1,1,9.2,-8.2,-1.28986
9.4,-8.2,1,1,9.4,-8.2,-1.52341
9.6,-8.2,1,1,9.6,-8.2,-1.52341
9.8,-8.2,1,1,9.8,-8.2,-1.52341
-10,-8,1,1,-10,-8,-0.119698
-9.8,-8,1,1,-9.8,-8,-0.238672
-9.6,-8,1,1,-9.6,-8,-0.521142
-9.4,-8,1,1,-9.4,-8,-0.791166
-9.2,-8,1,1,-9.2,-8,-0.97288
-9,-8,1,1,-9,-8,-0.69041
-8.8,-8,1,1,-8.8,-8,-0.47783
-8.6,-8,1,1,-8.6,-8,-0.47783
-8.4,-8,1,1,-8.4,-8,-0.47783
-8.2,-8,1,1,-8.2,-8,-0.47783
